subject,year_from,year_to,target_topic,n_sources,source_topics,source_sims,target_words
cs,2006,2007,13,6,"[7, 11, 28, 35, 39, 40]","[0.5973, 0.6622, 0.6379, 0.7581, 0.7063, 0.6842]","algorithm, channel, information, network, graph, design, code, datum, linear, structure"
cs,2006,2007,34,9,"[8, 9, 13, 15, 18, 30, 31, 34, 38]","[0.6449, 0.7016, 0.7596, 0.7223, 0.7219, 0.6174, 0.7413, 0.6656, 0.7666]","algorithm, function, code, channel, information, network, set, datum, graph, order"
cs,2006,2007,6,6,"[14, 17, 21, 27, 36, 48]","[0.6648, 0.7052, 0.6657, 0.6744, 0.5758, 0.7147]","network, algorithm, code, information, set, optimal, channel, linear, order, class"
cs,2006,2007,7,2,"[19, 32]","[0.7057, 0.631]","algorithm, design, network, graph, function, optimal, complexity, channel, datum, distribution"
cs,2006,2007,25,2,"[20, 29]","[0.7483, 0.7075]","algorithm, information, code, set, channel, rate, logic, network, property, error"
cs,2006,2007,14,2,"[25, 45]","[0.7415, 0.6852]","algorithm, code, network, graph, set, finite, channel, rate, strategy, quantum"
cs,2007,2008,46,3,"[0, 10, 15]","[0.5321, 0.5178, 0.5077]","code, set, structure, channel, function, optimal, complexity, path, datum, rate"
cs,2007,2008,17,7,"[2, 4, 6, 11, 13, 23, 24]","[0.571, 0.621, 0.5593, 0.6317, 0.5145, 0.653, 0.5377]","network, channel, code, function, linear, language, information, datum, complexity, structure"
cs,2007,2008,13,4,"[5, 18, 44, 47]","[0.5369, 0.537, 0.5884, 0.5081]","code, channel, linear, scheme, rate, noise, datum, space, decision, development"
cs,2007,2008,21,3,"[7, 20, 34]","[0.5234, 0.5079, 0.5844]","algorithm, scheme, function, class, graph, level, channel, datum, node, code"
cs,2007,2008,30,3,"[8, 16, 48]","[0.6384, 0.6433, 0.6111]","code, channel, datum, function, scheme, property, probability, relay, graph, set"
cs,2007,2008,31,2,"[12, 49]","[0.5215, 0.6081]","code, datum, scheme, linear, graph, channel, information, set, class, complexity"
cs,2008,2009,10,3,"[0, 12, 48]","[0.5497, 0.7119, 0.6614]","channel, datum, code, rate, information, optimal, class, constraint, non, power"
cs,2008,2009,27,3,"[3, 24, 26]","[0.6177, 0.6101, 0.5715]","graph, information, error, distribution, channel, function, multi, particular, proof, datum"
cs,2008,2009,35,2,"[4, 27]","[0.6858, 0.594]","channel, information, datum, code, graph, set, complexity, class, protocol, design"
cs,2008,2009,33,3,"[7, 16, 19]","[0.6481, 0.6899, 0.6601]","channel, graph, information, language, datum, code, scheme, dynamic, delay, structure"
cs,2008,2009,25,10,"[8, 17, 18, 22, 29, 30, 32, 36, 38, 41]","[0.6925, 0.5126, 0.6703, 0.5308, 0.6248, 0.6016, 0.585, 0.6987, 0.585, 0.6033]","channel, code, information, datum, single, function, scheme, optimal, linear, graph"
cs,2008,2009,46,3,"[9, 10, 34]","[0.6089, 0.6019, 0.6466]","rate, channel, information, graph, datum, optimal, structure, distribution, function, scheme"
cs,2008,2009,30,2,"[15, 28]","[0.5222, 0.5535]","channel, set, graph, information, datum, communication, language, image, dynamic, knowledge"
cs,2008,2009,5,3,"[31, 43, 45]","[0.5755, 0.6177, 0.5848]","channel, datum, linear, property, graph, code, class, information, order, constraint"
cs,2009,2010,42,5,"[1, 7, 26, 44, 49]","[0.5476, 0.6026, 0.6553, 0.5417, 0.552]","datum, graph, function, channel, set, image, protocol, information, scheme, complexity"
cs,2009,2010,13,10,"[4, 6, 10, 12, 13, 18, 25, 32, 41, 42]","[0.5646, 0.6002, 0.6384, 0.5865, 0.5533, 0.5804, 0.635, 0.5179, 0.6074, 0.5126]","channel, information, code, node, scheme, rate, datum, protocol, set, class"
cs,2009,2010,18,5,"[5, 24, 28, 33, 35]","[0.5674, 0.5131, 0.5983, 0.6103, 0.7681]","channel, information, code, graph, set, function, property, language, class, complexity"
cs,2009,2010,26,5,"[8, 22, 36, 37, 47]","[0.5555, 0.5326, 0.5533, 0.7422, 0.6715]","information, function, channel, datum, graph, scheme, optimal, complexity, theory, set"
cs,2009,2010,44,4,"[15, 20, 40, 46]","[0.6399, 0.5821, 0.538, 0.5511]","information, optimal, graph, channel, rate, language, scheme, order, structure, wireless"
cs,2009,2010,43,2,"[27, 31]","[0.5426, 0.6805]","graph, function, information, channel, level, set, structure, communication, image, matrix"
cs,2009,2010,30,2,"[30, 48]","[0.6852, 0.5273]","channel, information, graph, set, node, structure, rate, communication, image, efficient"
cs,2010,2011,37,9,"[2, 19, 22, 24, 26, 36, 37, 44, 46]","[0.5178, 0.5079, 0.5336, 0.5527, 0.5098, 0.5892, 0.6033, 0.5434, 0.5261]","information, channel, optimal, order, non, error, function, linear, node, code"
cs,2010,2011,34,3,"[3, 18, 20]","[0.5446, 0.5048, 0.5057]","channel, node, property, protocol, function, set, scheme, way, code, order"
cs,2010,2011,12,2,"[9, 10]","[0.5003, 0.6342]","node, channel, scheme, optimal, complexity, efficient, distribution, non, language, matrix"
cs,2010,2011,14,2,"[30, 45]","[0.5552, 0.5813]","channel, set, function, optimal, node, network, structure, rate, non, multi"
cs,2011,2012,19,2,"[2, 19]","[0.5187, 0.5019]","function, order, channel, optimal, property, source, capacity, set, node, code"
cs,2011,2012,48,4,"[3, 29, 33, 45]","[0.6878, 0.6146, 0.5986, 0.576]","function, code, set, node, order, structure, rate, channel, theory, scheme"
cs,2011,2012,27,3,"[4, 8, 23]","[0.6478, 0.5027, 0.5552]","set, channel, efficient, class, function, structure, node, non, distribution, communication"
cs,2011,2012,36,4,"[6, 10, 18, 31]","[0.6114, 0.5033, 0.5487, 0.6123]","optimal, class, channel, order, set, function, node, structure, scheme, property"
cs,2011,2012,16,2,"[7, 12]","[0.5316, 0.5548]","node, channel, function, point, strategy, distribution, optimal, class, tool, optimization"
cs,2011,2012,3,4,"[9, 34, 40, 43]","[0.5256, 0.6102, 0.6674, 0.5761]","channel, scheme, node, function, linear, space, structure, order, non, code"
cs,2011,2012,26,3,"[14, 16, 32]","[0.6629, 0.5646, 0.5349]","channel, set, tree, function, class, node, structure, factor, scheme, efficient"
cs,2011,2012,35,2,"[24, 47]","[0.5316, 0.5344]","node, efficient, channel, function, code, order, structure, space, point, optimal"
cs,2011,2012,44,2,"[28, 44]","[0.6807, 0.6058]","node, function, code, efficient, class, dynamic, type, order, rate, language"
cs,2011,2012,30,3,"[38, 48, 49]","[0.6408, 0.5273, 0.7134]","node, rate, channel, code, order, scheme, set, linear, property, language"
cs,2012,2013,15,4,"[0, 22, 27, 41]","[0.6492, 0.5326, 0.5876, 0.5057]","set, channel, structure, function, optimal, point, dynamic, design, theory, logic"
cs,2012,2013,49,2,"[2, 12]","[0.5239, 0.5141]","node, scheme, optimal, level, function, particular, dynamic, structure, distribution, point"
cs,2012,2013,35,2,"[6, 23]","[0.5508, 0.5462]","channel, optimal, code, theory, rate, order, field, random, distribution, communication"
cs,2012,2013,0,2,"[7, 30]","[0.55, 0.6064]","rate, node, scheme, order, code, complexity, way, function, optimal, linear"
cs,2012,2013,21,3,"[8, 21, 33]","[0.5941, 0.6229, 0.5258]","algorithm, node, channel, optimal, structure, linear, code, communication, size, scheme"
cs,2012,2013,16,2,"[9, 35]","[0.5777, 0.592]","node, channel, structure, probability, local, matrix, efficient, size, point, function"
cs,2012,2013,4,2,"[13, 49]","[0.6674, 0.5978]","function, node, channel, linear, constant, scheme, class, rate, error, signal"
cs,2012,2013,12,3,"[19, 29, 47]","[0.5309, 0.5557, 0.5701]","function, code, node, optimal, channel, point, space, class, size, probability"
cs,2012,2013,22,2,"[24, 31]","[0.5313, 0.5333]","code, channel, complexity, order, dynamic, function, efficient, distribution, multi, factor"
cs,2012,2013,34,2,"[26, 34]","[0.5673, 0.5192]","channel, function, linear, decision, scheme, class, dynamic, node, efficient, complexity"
cs,2012,2013,37,2,"[28, 37]","[0.5591, 0.5642]","information, channel, function, code, structure, order, constraint, network, linear, optimization"
cs,2012,2013,47,2,"[36, 45]","[0.5468, 0.5192]","order, class, channel, probability, code, node, function, property, efficient, point"
cs,2013,2014,1,2,"[1, 38]","[0.6598, 0.6311]","network, node, optimal, code, structure, scheme, source, channel, communication, particular"
cs,2013,2014,21,2,"[21, 41]","[0.7417, 0.5452]","algorithm, node, channel, structure, non, class, optimal, scheme, rate, order"
cs,2013,2014,16,2,"[24, 30]","[0.5497, 0.6577]","node, channel, space, code, complexity, distribution, optimal, scale, input, scheme"
cs,2014,2015,1,2,"[1, 38]","[0.6271, 0.5075]","network, node, code, complexity, cost, semantic, scale, optimal, layer, scheme"
cs,2015,2016,12,2,"[0, 38]","[0.5364, 0.5234]","property, complexity, local, point, rate, node, way, source, real, tool"
