subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
math,2,2010–2015,2015–2020,2010–2015 → 2015–2020,0.715665,0.284335,"algebra, algebras, quantum, bethe, lie, cluster, sl, affine, cpm, fg, gaudin, mathfrak, modules, affinisations, coordinated, fh, hat, lusztig, model, onsager, spin, superintegrable, vertex, virasoro, weyl, yang, yangian, yangians","algebra, algebras, mathfrak, quantum, bethe, lie, affine, flag, gl, hess, lusztig, mfrak, modules, widehat, affinisations, equivariant, hessenberg, imath, mbox, schubert, spin, ufo, yangian"
math,2,2015–2020,2020–2025,2015–2020 → 2020–2025,0.790461,0.209539,"algebra, algebras, mathfrak, quantum, bethe, lie, affine, flag, gl, hess, lusztig, mfrak, modules, widehat, affinisations, equivariant, hessenberg, imath, mbox, schubert, spin, ufo, yangian","algebra, algebras, mathfrak, quantum, flag, sl, gl, lie, bethe, frak, hbar, lusztig, mathcal, modules, baxter, drinfeld, ell, equivariant, ft, hat, mathbf, mfrak, nichols, schubert, vertex"
math,3,2000–2005,2005–2010,2000–2005 → 2005–2010,0.39554,0.60446,"ideals, multiplier, toric, varieties, divisors, apparent, assessors, gvb, log, mq, otimes, proj, sedenions, 2n, ag, bf, bundles, divisor, equiresolution, families, fujita, ideal, indices, liso, moduli, orders, projective, quartets, quasiadjunction, rec, sheaf, sheaves, singularities, stack, tc, vb, xx","toric, divisor, ideals, moduli, multiplier, mathcal, varieties, comb, divisors, ideal, psh, sheaves, theta, acc, bsi, bundles, farber, flips, fujita, gvb, ic, mathbb, mhu, overline, perp, projective, sheaf, space, subset, thresholds, torsion, twistor, valuative, wp"
math,3,2005–2010,2010–2015,2005–2010 → 2010–2015,0.434755,0.565245,"toric, divisor, ideals, moduli, multiplier, mathcal, varieties, comb, divisors, ideal, psh, sheaves, theta, acc, bsi, bundles, farber, flips, fujita, gvb, ic, mathbb, mhu, overline, perp, projective, sheaf, space, subset, thresholds, torsion, twistor, valuative, wp","ideals, moduli, curves, divisors, divisor, ideal, multiplier, projective, sheaves, toric, bsi, chow, hilbert, mather, sheaf, singularities, varieties, circled, index, kudla, mathscr, mhu, overline, plurisubharmonic, ppav, twistor, variety"
math,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.451958,0.548042,"ideals, moduli, curves, divisors, divisor, ideal, multiplier, projective, sheaves, toric, bsi, chow, hilbert, mather, sheaf, singularities, varieties, circled, index, kudla, mathscr, mhu, overline, plurisubharmonic, ppav, twistor, variety","divisors, moduli, toric, varieties, divisor, surfaces, hilbert, ideals, log, mathcal, mathscr, projective, variety, vert, bir, chow, curves, ideal, jacques, lc, mathbb, mather, mmp, nev, schemes, sheaf, sheaves, shtukas, singularities, smooth, varphi"
math,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.518509,0.481491,"divisors, moduli, toric, varieties, divisor, surfaces, hilbert, ideals, log, mathcal, mathscr, projective, variety, vert, bir, chow, curves, ideal, jacques, lc, mathbb, mather, mmp, nev, schemes, sheaf, sheaves, shtukas, singularities, smooth, varphi","divisors, mathbb, varieties, mathcal, moduli, sheaves, projective, nef, overline, toric, bundles, divisor, 2l, bigl, bigr, cf, cones, jacques, mathscr, quot, rank, seshadri"
math,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.430557,0.569443,"foliation, foliations, groupoid, fundamental, group, groupoids, hyperbolic, leaves, manifolds, correspondent, covered, leaf, surface, taut, amenability, anosov, aspherical, automorphisms, bolic, handlebodies, heteroclinic, homoclinic, laminations, lie, manifold, mcg, metric, norm, orbits, quasicompact, tcb, torus","foliations, group, manifolds, anosov, foliation, hyperbolic, aspherical, fundamental, manifold, ti, bar, coloured, compact, contact, fol, foliated, frameworks, groups, jj, leaf, leaves, pi, riemannian, schottky, space, surface, tcb, teich, tetrahedra"
math,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.604924,0.395076,"foliations, group, manifolds, anosov, foliation, hyperbolic, aspherical, fundamental, manifold, ti, bar, coloured, compact, contact, fol, foliated, frameworks, groups, jj, leaf, leaves, pi, riemannian, schottky, space, surface, tcb, teich, tetrahedra","anosov, foliations, group, hyperbolic, manifolds, foliation, manifold, pseudo, flow, groups, actions, compact, flows, foliated, frameworks, ker, leaves, lner, mathbb, overlays, spacetimes, varphi, widetilde"
math,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.747233,0.252767,"anosov, foliations, group, hyperbolic, manifolds, foliation, manifold, pseudo, flow, groups, actions, compact, flows, foliated, frameworks, ker, leaves, lner, mathbb, overlays, spacetimes, varphi, widetilde","anosov, hyperbolic, manifolds, foliations, group, manifold, flow, flows, foliated, foliation, groups, mathbb, actions, center, diff, fuchsian, hat, ker, lnp, mathcal, text, varphi"
math,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.80002,0.19998,"anosov, hyperbolic, manifolds, foliations, group, manifold, flow, flows, foliated, foliation, groups, mathbb, actions, center, diff, fuchsian, hat, ker, lnp, mathcal, text, varphi","anosov, foliations, group, hyperbolic, manifold, flow, manifolds, foliation, groups, flows, mathbb, actions, foliated, fuchsian, pseudo, text, thurston"
math,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.655268,0.344732,"algebra, algebras, hopf, clifford, group, groups, cal, ah, dim, gg, gl, mathtt, bo, coloured, cycop, diff, frak, fuzzy, hat, inftyrep, kg, lie, modop, nichols, noncommutative, quantum, racks, rep, representation, unstable","algebra, algebras, group, groups, hopf, lie, ach, coloured, gabor, id, representation, tmop, cal, enveloping, frak, gg, modules, noncommutative, poisson, pseudogroup, skew, st, subalgebra, tensor, vertex"
math,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.766491,0.233509,"algebra, algebras, group, groups, hopf, lie, ach, coloured, gabor, id, representation, tmop, cal, enveloping, frak, gg, modules, noncommutative, poisson, pseudogroup, skew, st, subalgebra, tensor, vertex","algebra, algebras, group, groups, hopf, lie, modules, mathbb, mathfrak, quantum, representations, tensor, ast, cayley, drep, gabor, mathcal, noncommutative, otimes, qtr, sayd, subalgebra"
math,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.844016,0.155984,"algebra, algebras, group, groups, hopf, lie, modules, mathbb, mathfrak, quantum, representations, tensor, ast, cayley, drep, gabor, mathcal, noncommutative, otimes, qtr, sayd, subalgebra","algebra, algebras, group, groups, hopf, mathbb, mathfrak, lie, mathcal, clifford, frak, modules, ltlt, mathrm, mathsf, representations"
math,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.881917,0.118083,"algebra, algebras, group, groups, hopf, mathbb, mathfrak, lie, mathcal, clifford, frak, modules, ltlt, mathrm, mathsf, representations","algebra, algebras, group, groups, lie, mathbb, mathcal, mathfrak, gl, hopf, operatorname, clifford, ltlt, mathrm, otimes"
math,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.572887,0.427113,"algebra, algebras, operator, banach, frak, nest, af, circ, csl, hyperatomic, kl, spaces, amenability, amenable, atoms, bidual, bounded, cal, closed, col, completely, containment, endomorphisms, functions, hahn, mathbf, mathcal, monotone, pseudodifferential, quasidiagonal, riesz, singly, unital","algebra, algebras, banach, mathcal, amenability, cal, chet, fr, frames, operator, operators, peak, resolvents, widetilde, aa, amenable, arens, bidual, closed, derivations, ell, frechet, kl, mathbb, module, monotone, subspaces, ultrapower, varphi, villadsen, wo"
math,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.650803,0.349197,"algebra, algebras, banach, mathcal, amenability, cal, chet, fr, frames, operator, operators, peak, resolvents, widetilde, aa, amenable, arens, bidual, closed, derivations, ell, frechet, kl, mathbb, module, monotone, subspaces, ultrapower, varphi, villadsen, wo","algebra, algebras, banach, operator, amenability, ell, aa, ca, property, unital, arens, c5, cla, closability, continuous, convex, haagerup, kirchberg, mathbb, mathcal, mathscr, module, nuclear, otimesmin, radical, space, ultramaximally, varphi, von, wap"
math,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.587088,0.412912,"algebra, algebras, banach, operator, amenability, ell, aa, ca, property, unital, arens, c5, cla, closability, continuous, convex, haagerup, kirchberg, mathbb, mathcal, mathscr, module, nuclear, otimesmin, radical, space, ultramaximally, varphi, von, wap","aa, algebra, algebras, banach, operator, amenability, convex, space, mathcal, unital, amenable, attaining, aw, bse, cla, coz, df, ell, mathbb, mathfrak, norm, operators, semialgebraic, wap"
math,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.467945,0.532055,"aa, algebra, algebras, banach, operator, amenability, convex, space, mathcal, unital, amenable, attaining, aw, bse, cla, coz, df, ell, mathbb, mathfrak, norm, operators, semialgebraic, wap","algebra, algebras, banach, mathcal, spaces, ell, mathfrak, property, boldsymbol, infty, mathscr, operator, operators, aa, amenability, attaining, cdot, closed, mathbb, multimorphisms, nonseparable, norm, overcomplete, star, topology, wap"
math,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.774735,0.225265,"algebra, algebras, quantum, representations, sl, group, hopf, krammer, bb, quantized, affine, amenability, analogs, ast, bases, braid, braided, car, convolution, hbar, mathfrak, module, nichols, product, qkzb, rat, screening, tensor, weight","algebra, algebras, quantum, representations, hopf, group, weight, groups, irreducible, representation, sl, braid, braided, mathfrak, rat, gl, module, rokhlin"
math,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.838856,0.161144,"algebra, algebras, quantum, representations, hopf, group, weight, groups, irreducible, representation, sl, braid, braided, mathfrak, rat, gl, module, rokhlin","algebra, algebras, quantum, representations, group, hopf, sl, mf, braid, mathbb, representation, varpi, weight, braided, category, chargeon, fluxion, groups, kd, lambda, mathfrak, modules, tensor"
math,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.783069,0.216931,"algebra, algebras, quantum, representations, group, hopf, sl, mf, braid, mathbb, representation, varpi, weight, braided, category, chargeon, fluxion, groups, kd, lambda, mathfrak, modules, tensor","algebra, algebras, quantum, sl, groups, representations, group, hopf, mathfrak, braided, cal, mathbb, modules, widehat, bar, category, gl, tensor"
math,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.765794,0.234206,"algebra, algebras, quantum, sl, groups, representations, group, hopf, mathfrak, braided, cal, mathbb, modules, widehat, bar, category, gl, tensor","algebra, algebras, mathfrak, quantum, sl, mathbb, representations, braid, braided, groups, mathrm, frakk, mathbf, gl, group, hopf, mathcal, modules"
math,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.53029,0.46971,"monomial, ideal, ideals, modules, glicci, ring, cal, cohomology, ext, graded, liaison, multiplicities, acm, annihilator, arrangement, betti, currents, forests, gorenstein, hilbert, ii, lambda, local, macdonald, module, multr, numbers, pfaffian, polynomial, rees, residue, rings, semigroup, sextics, vv","ideals, monomial, graded, ideal, ring, cohomology, local, rings, annihilator, currents, lambda, modules, polynomial, sdepth, subword, algebra, ii, macdonald, mathfrak, residue, stanley, sth, tor"
math,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.554866,0.445134,"ideals, monomial, graded, ideal, ring, cohomology, local, rings, annihilator, currents, lambda, modules, polynomial, sdepth, subword, algebra, ii, macdonald, mathfrak, residue, stanley, sth, tor","cohomology, ideal, ideals, monomial, ring, graded, modules, fa, local, rr, stanley, algebra, fd, fraksl, mathfrak, pure, rings, rj, sdepth, sth"
math,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.664571,0.335429,"cohomology, ideal, ideals, monomial, ring, graded, modules, fa, local, rr, stanley, algebra, fd, fraksl, mathfrak, pure, rings, rj, sdepth, sth","ideal, ideals, modules, monomial, ring, rings, cohomology, rr, graded, local, mathfrak, betti, fa, hessenberg, star"
math,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.652134,0.347866,"ideal, ideals, modules, monomial, ring, rings, cohomology, rr, graded, local, mathfrak, betti, fa, hessenberg, star","graded, ideal, ideals, monomial, ring, rr, modules, rings, ext, mathfrak, mathbb, mathrm, bp, cohomology, hessenberg, hmf, operatorname, powers, text"
math,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.358013,0.641987,"tree, permutations, avoiding, pattern, catalan, continued, incidence, patterns, fraction, generating, mn3, random, statistics, trees, bouwkamp, discontinuity, ensemble, enumeration, enumerators, illuminates, jz, matrices, mn, number, ordered, paths, permutation, plancherel, tableau, viterbi, zeilberger","pattern, permutation, permutations, avoiding, graphs, number, patterns, sorting, trees, viterbi, 2n, defect, dumont, enumeration, excess, flaw, generating, graph, hdots, motzkin, multigraphs, nomial, paths, patience, prudent, random, sim, tree"
math,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.485778,0.514222,"pattern, permutation, permutations, avoiding, graphs, number, patterns, sorting, trees, viterbi, 2n, defect, dumont, enumeration, excess, flaw, generating, graph, hdots, motzkin, multigraphs, nomial, paths, patience, prudent, random, sim, tree","graph, graphs, pattern, permutation, permutations, number, trees, dyck, random, length, patterns, tableaux, defect, distance, em, excess, hdots, moebius, pascal, underbar"
math,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.77296,0.22704,"graph, graphs, pattern, permutation, permutations, number, trees, dyck, random, length, patterns, tableaux, defect, distance, em, excess, hdots, moebius, pascal, underbar","graph, graphs, number, permutation, permutations, random, trees, catalan, pattern, ell, ldots, patterns, vertices, binom, dyck, log, simsun"
math,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.871627,0.128373,"graph, graphs, number, permutation, permutations, random, trees, catalan, pattern, ell, ldots, patterns, vertices, binom, dyck, log, simsun","graph, graphs, number, permutation, permutations, trees, random, ex, vertices, catalan, ldots, parking, avoiding, frac, log, patterns, rainbow"
math,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.690107,0.309893,"dinger, operators, schr, spectral, potentials, operator, schrodinger, spectrum, adjoint, gordon, potential, quasiperiodic, schroedinger, titchmarsh, alphaf, amplitude, bf, boundary, eigenvalues, knows, oscillatory, pm, problems, scattering","dinger, operator, operators, potential, potentials, schr, spectral, spectrum, scattering, eigenvalues, resolvent, asymp, eigenfunctions, hill, schroedinger, sturm"
math,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.686568,0.313432,"dinger, operator, operators, potential, potentials, schr, spectral, spectrum, scattering, eigenvalues, resolvent, asymp, eigenfunctions, hill, schroedinger, sturm","operator, operators, spectral, dinger, schr, potentials, spectrum, eigenvalues, potential, resolvent, boundary, eigenfunctions, asymp, bbr, dx, infty, magnetic, mathbb, mathbf, resonances, scattering, tilde, varepsilon"
math,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.621821,0.378179,"operator, operators, spectral, dinger, schr, potentials, spectrum, eigenvalues, potential, resolvent, boundary, eigenfunctions, asymp, bbr, dx, infty, magnetic, mathbb, mathbf, resonances, scattering, tilde, varepsilon","dinger, eigenvalues, operator, operators, schr, spectral, spectrum, eigenfunctions, potentials, infty, mathbb, potential, eigenvalue, resolvent, scattering, varepsilon"
math,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.919137,0.080863,"dinger, eigenvalues, operator, operators, schr, spectral, spectrum, eigenfunctions, potentials, infty, mathbb, potential, eigenvalue, resolvent, scattering, varepsilon","dinger, eigenvalues, operator, operators, schr, spectral, spectrum, potential, potentials, scattering, eigenfunctions, transmission, wave"
math,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.61298,0.38702,"algebra, quantum, gl, algebras, weyl, distinguished, jack, sl, superalgebra, superalgebras, superconformal, superpolynomials, winternitz, affine, boson, category, charges, deformations, deformed, enveloping, generators, groups, involutions, oscillator, osp, schrodinger, smorodinsky, supercurrents, supergroup, superintegrable, supersymmetric, um","algebra, weyl, quantum, algebras, gl, modules, affine, graded, schur, basis, bosonisation, characters, cluster, ext, gaudin, groups, hopf, jack, kms, laced, lie, osp, parabosonic, parabosons, parastatistics, pbw, quasiconformal, su, super, superalgebra, superpolynomials, superspecies, widetilde, winternitz"
math,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.629186,0.370814,"algebra, weyl, quantum, algebras, gl, modules, affine, graded, schur, basis, bosonisation, characters, cluster, ext, gaudin, groups, hopf, jack, kms, laced, lie, osp, parabosonic, parabosons, parastatistics, pbw, quasiconformal, su, super, superalgebra, superpolynomials, superspecies, widetilde, winternitz","algebra, algebras, gl, modules, quantum, weyl, hat, frak, fri, lie, mathfrak, superalgebras, basis, cluster, laced, mathbb, mathcal, overset, quantized, rep, schur, superalgebra, widehat"
math,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.779304,0.220696,"algebra, algebras, gl, modules, quantum, weyl, hat, frak, fri, lie, mathfrak, superalgebras, basis, cluster, laced, mathbb, mathcal, overset, quantized, rep, schur, superalgebra, widehat","algebra, algebras, gl, mathfrak, quantum, modules, weyl, widehat, superalgebra, superalgebras, sl, cri, lie, mathcal, otimes, rep, rm, superconformal, wg"
math,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.823606,0.176394,"algebra, algebras, gl, mathfrak, quantum, modules, weyl, widehat, superalgebra, superalgebras, sl, cri, lie, mathcal, otimes, rep, rm, superconformal, wg","algebra, algebras, mathfrak, quantum, superalgebra, weyl, gl, mathcal, sl, superalgebras, modules, affine, hat, hbar, lie, otimes, widehat"
math,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.604914,0.395086,"group, groups, diagram, free, subgroups, subgroup, amalgamation, automorphism, bases, braid, jsj, platonov, plotkin, thompson, angled, arrangement, aut, bbb, blow, dim, finite, gg, isotopy, mapping, mathcal, schmidt, solvable, stabilizers, superrigid, ups","group, groups, subgroups, finite, subgroup, braid, hyperbolic, ara, arb, fic, finitely, gg, angled, artin, automorphism, baumslag, bbb, bbc, bbt, cat, free, jsj, mathcal, md, outer, presentation, relatively, solitar, tilde, zn, zz"
math,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.638223,0.361777,"group, groups, subgroups, finite, subgroup, braid, hyperbolic, ara, arb, fic, finitely, gg, angled, artin, automorphism, baumslag, bbb, bbc, bbt, cat, free, jsj, mathcal, md, outer, presentation, relatively, solitar, tilde, zn, zz","finite, group, groups, subgroup, subgroups, gg, free, hyperbolic, finitely, arb, mathscr, ara, bf, braid, cat, cf, gottlieb, graph, lr, mathbf, tilde"
math,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.545567,0.454433,"finite, group, groups, subgroup, subgroups, gg, free, hyperbolic, finitely, arb, mathscr, ara, bf, braid, cat, cf, gottlieb, graph, lr, mathbf, tilde","free, gg, group, groups, subgroup, subgroups, finite, hyperbolic, virtually, aut, mathbb, mathcal, mathrm, bf, braid, finitely, rk, tw"
math,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.668178,0.331822,"free, gg, group, groups, subgroup, subgroups, finite, hyperbolic, virtually, aut, mathbb, mathcal, mathrm, bf, braid, finitely, rk, tw","gg, group, groups, subgroup, subgroups, mathbb, finite, aut, free, mathrm, artin, mathcal, rm, angled, braid, helly, hyperbolic, polish, textrm"
math,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.51915,0.48085,"knot, knots, branched, invariants, heegaard, link, concordance, links, casson, eta, framing, legendrian, linking, moves, vassiliev, alexander, contact, cyclic, fibred, gordon, ieie, sliceness, sphere, transverse, triple","heegaard, knot, knots, homology, concordance, genus, floer, link, links, splittings, surgery, contact, ieie, legendrian, alexander, branched, casson, eta, fibred, pants, tunnel, unknotting"
math,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.646659,0.353341,"heegaard, knot, knots, homology, concordance, genus, floer, link, links, splittings, surgery, contact, ieie, legendrian, alexander, branched, casson, eta, fibred, pants, tunnel, unknotting","genus, heegaard, homology, knot, knots, links, legendrian, concordance, splittings, floer, link, slice, surgery, bipolar, contact, invariants, mcg, pants, surgeries, unknotting"
math,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.670511,0.329489,"genus, heegaard, homology, knot, knots, links, legendrian, concordance, splittings, floer, link, slice, surgery, bipolar, contact, invariants, mcg, pants, surgeries, unknotting","floer, heegaard, homology, knot, knots, links, concordance, genus, slice, surgery, seifert, surgeries, crossing, legendrian, link, tst"
math,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.549764,0.450236,"floer, heegaard, homology, knot, knots, links, concordance, genus, slice, surgery, seifert, surgeries, crossing, legendrian, link, tst","genus, homology, knot, knots, links, legendrian, link, floer, heegaard, concordance, mathbb, slice, 3s, contact, crossing, hfl, invariants, mathcal, seifert, st, surgeries, surgery"
math,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.464357,0.535643,"bundles, fano, curves, fans, intersection, threefolds, line, tilde, ag, babylonian, bundle, cohomology, crys, csck, equivariant, fan, fand, gel, hilb, hilbert, iitaka, invariant, lists, manifolds, multiples, poincare, polarised, projective, quasi, rational, rationality, reductions, semistable, sheaves, slope, toric, varieties, vc, virtual, vv","bundles, fano, bundle, projective, semistable, vector, ample, chern, deligne, rho, seshadri, slope, varieties, ca, cl, coh, csck, curves, folds, jets, line, manifolds, morse, orbifold, picard, polarised, rank, rational, ricci, sheaves, smooth"
math,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.69132,0.30868,"bundles, fano, bundle, projective, semistable, vector, ample, chern, deligne, rho, seshadri, slope, varieties, ca, cl, coh, csck, curves, folds, jets, line, manifolds, morse, orbifold, picard, polarised, rank, rational, ricci, sheaves, smooth","bundles, fano, bundle, line, picard, vector, projective, seshadri, varieties, ample, cominuscule, mok, curve, destabilized, elementary, fibre, genus, homogeneous, hwang, morel, pic, rational, representability, ricci, schemes, stability, stable, tangent, yu"
math,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.594394,0.405606,"bundles, fano, bundle, line, picard, vector, projective, seshadri, varieties, ample, cominuscule, mok, curve, destabilized, elementary, fibre, genus, homogeneous, hwang, morel, pic, rational, representability, ricci, schemes, stability, stable, tangent, yu","bundle, bundles, fano, varieties, ample, line, projective, vector, xx, curves, nef, destabilized, gonality, hler, klt, locus, mathcal, mk, morel, quot, schemes, sheaves, stability, tangent"
math,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.771162,0.228838,"bundle, bundles, fano, varieties, ample, line, projective, vector, xx, curves, nef, destabilized, gonality, hler, klt, locus, mathcal, mk, morel, quot, schemes, sheaves, stability, tangent","bundle, bundles, fano, projective, varieties, sheaves, ample, mathbb, smooth, curves, mathcal, picard, rank, vector, xx, nef, quot, sheaf, textrm"
