subject,topic_id,top_words,total_docs,first_year,last_year,early_proportion,late_proportion,slope,r_squared,p_value,trend
math,104,"monotone, nonexpansive, splitting, convergence, rachford",230,2007,2025,0.001554,0.002605,0.00014696,0.5718,8e-06,GROWING
math,105,"reaction, networks, chemical, network, biochemical",228,2001,2025,0.001972,0.002759,0.00010608,0.4575,0.000149,GROWING
math,106,"games, mean, field, game, equilibria",227,2007,2025,0.001057,0.004113,0.00019578,0.7979,0.0,GROWING
math,107,"population, coalescent, mutation, selection, fitness",226,2004,2025,0.003766,0.001829,1.977e-05,0.0073,0.679004,STABLE
math,108,"teichm, ller, geodesics, geodesic, hyperbolic",226,2000,2025,0.004431,0.002592,-7.098e-05,0.1191,0.084225,STABLE
math,109,"tilings, tiling, tiles, tile, domino",225,2000,2025,0.004391,0.002315,-6.378e-05,0.1036,0.108898,STABLE
math,110,"phylogenetic, tree, trees, networks, gene",224,2003,2025,0.002662,0.002921,7.985e-05,0.1629,0.040865,GROWING
math,111,"wave, semilinear, blow, damping, solutions",224,2000,2025,0.00353,0.002268,-9.84e-06,0.0048,0.737666,STABLE
math,112,"kutta, runge, methods, integrators, schemes",222,2004,2025,0.001299,0.002636,0.00013148,0.5762,7e-06,GROWING
math,113,"recovery, sparse, sensing, ell, signal",221,2003,2025,0.001999,0.001501,7.823e-05,0.0996,0.116256,STABLE
math,114,"control, stochastic, optimal, backward, bellman",219,2006,2025,0.001993,0.002535,0.00011555,0.3917,0.000627,GROWING
math,115,"body, problem, orbits, masses, three",215,2000,2025,0.002994,0.002881,2.475e-05,0.0319,0.382919,STABLE
math,116,"hypergeometric, integrals, functions, bessel, expansions",211,2000,2025,0.003977,0.001692,-0.00010013,0.173,0.034572,DECLINING
math,117,"curvature, scalar, yamabe, manifolds, metrics",208,2000,2025,0.002719,0.002636,-1.361e-05,0.0186,0.506265,STABLE
math,118,"homogenization, varepsilon, periodic, homogenized, scale",207,2000,2025,0.002751,0.002228,1.682e-05,0.0082,0.660414,STABLE
math,119,"symmetries, equations, lie, symmetry, differential",206,2000,2025,0.006665,0.001436,-0.00023179,0.5073,4.5e-05,DECLINING
math,120,"intersecting, mathcal, families, binom, family",203,2003,2025,0.001663,0.003018,0.00011617,0.5075,4.5e-05,GROWING
math,121,"consensus, agent, agents, control, distributed",203,2003,2025,0.00139,0.001725,7.508e-05,0.1757,0.03304,GROWING
math,122,"splines, spline, quadrature, interpolation, subdivision",201,2001,2025,0.001772,0.002135,4.463e-05,0.1152,0.089894,STABLE
math,123,"matrices, hadamard, matrix, permanent, determinant",196,2000,2025,0.003104,0.001712,2.01e-05,0.0109,0.611447,STABLE
math,124,"waves, water, boussinesq, gravity, wave",194,2003,2025,0.001986,0.002158,8.909e-05,0.3348,0.001956,GROWING
math,125,"opinion, opinions, dynamics, social, agents",190,2001,2025,0.000942,0.002855,0.00012971,0.6451,1e-06,GROWING
math,126,"mhd, magnetic, magnetohydrodynamic, magnetohydrodynamics, incompressible",188,2003,2025,0.001221,0.002417,0.00010868,0.6437,1e-06,GROWING
math,127,"categories, category, monad, monoidal, type",186,2001,2025,0.002425,0.00269,7.869e-05,0.2792,0.00552,GROWING
math,128,"mapping, group, mod, class, surface",186,2000,2025,0.004017,0.001927,-0.0001386,0.2637,0.007299,DECLINING
math,129,"fractional, calculus, caputo, derivatives, derivative",185,2003,2025,0.001729,0.000855,5.238e-05,0.0608,0.224728,STABLE
math,130,"modules, mathfrak, lie, superalgebras, weight",185,2000,2025,0.004203,0.001626,-8.349e-05,0.1399,0.05976,STABLE
math,131,"mills, yang, instantons, monopoles, connections",183,2000,2025,0.004582,0.001843,-0.00012199,0.3675,0.001027,DECLINING
math,132,"controllability, control, observability, null, equation",182,2003,2025,0.000904,0.002855,0.00012404,0.6924,0.0,GROWING
math,133,"hamiltonian, systems, lagrangian, nonholonomic, integrable",173,2000,2025,0.00781,0.001323,-0.00030355,0.645,1e-06,DECLINING
math,134,"fractional, numerical, method, order, scheme",173,2005,2025,0.000951,0.00194,0.00012693,0.4962,5.9e-05,GROWING
math,135,"kinetic, boltzmann, vlasov, plasma, numerical",170,2006,2025,0.001421,0.00209,0.00010489,0.4881,7.2e-05,GROWING
math,136,"topological, tqfts, tqft, symmetry, quantum",169,2000,2025,0.004115,0.002356,-4.736e-05,0.0403,0.325623,STABLE
math,137,"hochschild, algebra, cohomology, algebras, homology",168,2000,2025,0.004556,0.001226,-0.00017647,0.4352,0.000246,DECLINING
math,138,"noncommutative, quantum, algebra, geometry, differential",168,2000,2025,0.014077,0.0011,-0.00053529,0.4259,0.000302,DECLINING
math,139,"schur, macdonald, polynomials, functions, littlewood",165,2000,2025,0.004284,0.001901,-0.00010295,0.2998,0.003791,DECLINING
math,140,"hilliard, cahn, phase, thin, film",164,2000,2025,0.001421,0.001997,5.574e-05,0.1846,0.028472,GROWING
math,141,"index, dirac, operators, eta, manifolds",163,2000,2025,0.006592,0.001195,-0.00026384,0.5248,2.9e-05,DECLINING
math,142,"motives, motivic, motive, eff, category",161,2000,2025,0.003372,0.001353,-0.00012156,0.3981,0.000548,DECLINING
math,143,"hamilton, jacobi, viscosity, equations, solutions",158,2000,2025,0.001552,0.001931,4.725e-05,0.198,0.022737,GROWING
math,144,"bethe, gaudin, spin, quantum, baxter",157,2000,2025,0.014295,0.00079,-0.00057749,0.6601,0.0,DECLINING
math,145,"foliations, foliation, leaves, leaf, holomorphic",157,2000,2025,0.004585,0.001516,-0.0001417,0.381,0.000783,DECLINING
math,146,"painlev, heun, painleve, equation, equations",153,2000,2025,0.005785,0.000914,-0.0002576,0.5706,8e-06,DECLINING
math,147,"porous, fracture, flow, darcy, media",153,2008,2025,0.000653,0.002348,0.00012971,0.7007,0.0,GROWING
math,148,"automata, automaton, cellular, ca, alphabet",152,2001,2025,0.00243,0.001571,-2.475e-05,0.0419,0.315971,STABLE
math,149,"strichartz, dinger, schr, estimates, dispersive",151,2001,2025,0.002412,0.001741,-1.88e-05,0.0145,0.558508,STABLE
